"Notes","Occurrence State","Occurrence State Code","Year","Year Code","MCD - ICD Chapter","MCD - ICD Chapter Code",Deaths,Population,Crude Rate
,"Indiana","18","2018","2018","Mental and behavioural disorders","F01-F99",18132,Not Applicable,Not Applicable
,"Indiana","18","2018","2018","Diseases of the nervous system","G00-G98",8624,Not Applicable,Not Applicable
,"Indiana","18","2018","2018","Diseases of the eye and adnexa","H00-H59",79,Not Applicable,Not Applicable
,"Indiana","18","2018","2018","Diseases of the ear and mastoid process","H60-H95",15,Not Applicable,Not Applicable
,"Indiana","18","2018","2018","Diseases of the circulatory system","I00-I99",36062,Not Applicable,Not Applicable
,"Indiana","18","2018","2018","Diseases of the respiratory system","J00-J98",20489,Not Applicable,Not Applicable
,"Indiana","18","2018","2018","Diseases of the digestive system","K00-K92",5659,Not Applicable,Not Applicable
,"Indiana","18","2018","2018","Diseases of the skin and subcutaneous tissue","L00-L98",601,Not Applicable,Not Applicable
,"Indiana","18","2018","2018","Diseases of the musculoskeletal system and connective tissue","M00-M99",1756,Not Applicable,Not Applicable
,"Indiana","18","2018","2018","Diseases of the genitourinary system","N00-N99",8056,Not Applicable,Not Applicable
,"Indiana","18","2018","2018","Pregnancy, childbirth and the puerperium","O00-O99",46,Not Applicable,Not Applicable
,"Indiana","18","2018","2018","Certain conditions originating in the perinatal period","P00-P96",349,Not Applicable,Not Applicable
,"Indiana","18","2018","2018","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",343,Not Applicable,Not Applicable
,"Indiana","18","2018","2018","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",12411,Not Applicable,Not Applicable
,"Indiana","18","2018","2018","Injury, poisoning and certain other consequences of external causes","S00-T98",6858,Not Applicable,Not Applicable
,"Indiana","18","2018","2018","External causes of morbidity and mortality","V01-Y89",7347,Not Applicable,Not Applicable
,"Indiana","18","2019","2019","Certain infectious and parasitic diseases","A00-B99",5860,Not Applicable,Not Applicable
,"Indiana","18","2019","2019","Neoplasms","C00-D48",15519,Not Applicable,Not Applicable
,"Indiana","18","2019","2019","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",2393,Not Applicable,Not Applicable
,"Indiana","18","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E89",12761,Not Applicable,Not Applicable
,"Indiana","18","2019","2019","Mental and behavioural disorders","F01-F99",18227,Not Applicable,Not Applicable
,"Indiana","18","2019","2019","Diseases of the nervous system","G00-G98",8707,Not Applicable,Not Applicable
,"Indiana","18","2019","2019","Diseases of the eye and adnexa","H00-H59",66,Not Applicable,Not Applicable
,"Indiana","18","2019","2019","Diseases of the ear and mastoid process","H60-H95",17,Not Applicable,Not Applicable
,"Indiana","18","2019","2019","Diseases of the circulatory system","I00-I99",37039,Not Applicable,Not Applicable
,"Indiana","18","2019","2019","Diseases of the respiratory system","J00-J98",20742,Not Applicable,Not Applicable
,"Indiana","18","2019","2019","Diseases of the digestive system","K00-K92",5780,Not Applicable,Not Applicable
,"Indiana","18","2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98",644,Not Applicable,Not Applicable
,"Indiana","18","2019","2019","Diseases of the musculoskeletal system and connective tissue","M00-M99",1728,Not Applicable,Not Applicable
,"Indiana","18","2019","2019","Diseases of the genitourinary system","N00-N99",8364,Not Applicable,Not Applicable
,"Indiana","18","2019","2019","Pregnancy, childbirth and the puerperium","O00-O99",55,Not Applicable,Not Applicable
,"Indiana","18","2019","2019","Certain conditions originating in the perinatal period","P00-P96",288,Not Applicable,Not Applicable
,"Indiana","18","2019","2019","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",385,Not Applicable,Not Applicable
,"Indiana","18","2019","2019","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",12781,Not Applicable,Not Applicable
,"Indiana","18","2019","2019","Injury, poisoning and certain other consequences of external causes","S00-T98",6788,Not Applicable,Not Applicable
,"Indiana","18","2019","2019","External causes of morbidity and mortality","V01-Y89",7514,Not Applicable,Not Applicable
,"Indiana","18","2020","2020","Certain infectious and parasitic diseases","A00-B99",7787,Not Applicable,Not Applicable
,"Indiana","18","2020","2020","Neoplasms","C00-D48",16118,Not Applicable,Not Applicable
,"Indiana","18","2020","2020","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",2957,Not Applicable,Not Applicable
,"Indiana","18","2020","2020","Endocrine, nutritional and metabolic diseases","E00-E89",16572,Not Applicable,Not Applicable
,"Indiana","18","2020","2020","Mental and behavioural disorders","F01-F99",20928,Not Applicable,Not Applicable
,"Indiana","18","2020","2020","Diseases of the nervous system","G00-G98",10735,Not Applicable,Not Applicable
,"Indiana","18","2020","2020","Diseases of the eye and adnexa","H00-H59",80,Not Applicable,Not Applicable
,"Indiana","18","2020","2020","Diseases of the ear and mastoid process","H60-H95",18,Not Applicable,Not Applicable
,"Indiana","18","2020","2020","Diseases of the circulatory system","I00-I99",43258,Not Applicable,Not Applicable
,"Indiana","18","2020","2020","Diseases of the respiratory system","J00-J98",27355,Not Applicable,Not Applicable
,"Indiana","18","2020","2020","Diseases of the digestive system","K00-K92",6622,Not Applicable,Not Applicable
,"Indiana","18","2020","2020","Diseases of the skin and subcutaneous tissue","L00-L98",764,Not Applicable,Not Applicable
,"Indiana","18","2020","2020","Diseases of the musculoskeletal system and connective tissue","M00-M99",1987,Not Applicable,Not Applicable
,"Indiana","18","2020","2020","Diseases of the genitourinary system","N00-N99",10498,Not Applicable,Not Applicable
,"Indiana","18","2020","2020","Pregnancy, childbirth and the puerperium","O00-O99",35,Not Applicable,Not Applicable
,"Indiana","18","2020","2020","Certain conditions originating in the perinatal period","P00-P96",290,Not Applicable,Not Applicable
,"Indiana","18","2020","2020","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",384,Not Applicable,Not Applicable
,"Indiana","18","2020","2020","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",15795,Not Applicable,Not Applicable
,"Indiana","18","2020","2020","Injury, poisoning and certain other consequences of external causes","S00-T98",7998,Not Applicable,Not Applicable
,"Indiana","18","2020","2020","Codes for special purposes","U00-U99",9774,Not Applicable,Not Applicable
,"Indiana","18","2020","2020","External causes of morbidity and mortality","V01-Y89",8831,Not Applicable,Not Applicable
,"Indiana","18","2021","2021","Certain infectious and parasitic diseases","A00-B99",7605,Not Applicable,Not Applicable
,"Indiana","18","2021","2021","Neoplasms","C00-D48",16650,Not Applicable,Not Applicable
,"Indiana","18","2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",2720,Not Applicable,Not Applicable
,"Indiana","18","2021","2021","Endocrine, nutritional and metabolic diseases","E00-E89",16707,Not Applicable,Not Applicable
,"Indiana","18","2021","2021","Mental and behavioural disorders","F01-F99",19916,Not Applicable,Not Applicable
,"Indiana","18","2021","2021","Diseases of the nervous system","G00-G98",9769,Not Applicable,Not Applicable
,"Indiana","18","2021","2021","Diseases of the eye and adnexa","H00-H59",53,Not Applicable,Not Applicable
,"Indiana","18","2021","2021","Diseases of the ear and mastoid process","H60-H95",15,Not Applicable,Not Applicable
,"Indiana","18","2021","2021","Diseases of the circulatory system","I00-I99",41747,Not Applicable,Not Applicable
,"Indiana","18","2021","2021","Diseases of the respiratory system","J00-J98",26956,Not Applicable,Not Applicable
,"Indiana","18","2021","2021","Diseases of the digestive system","K00-K92",6807,Not Applicable,Not Applicable
,"Indiana","18","2021","2021","Diseases of the skin and subcutaneous tissue","L00-L98",823,Not Applicable,Not Applicable
,"Indiana","18","2021","2021","Diseases of the musculoskeletal system and connective tissue","M00-M99",1877,Not Applicable,Not Applicable
,"Indiana","18","2021","2021","Diseases of the genitourinary system","N00-N99",9891,Not Applicable,Not Applicable
,"Indiana","18","2021","2021","Pregnancy, childbirth and the puerperium","O00-O99",39,Not Applicable,Not Applicable
,"Indiana","18","2021","2021","Certain conditions originating in the perinatal period","P00-P96",299,Not Applicable,Not Applicable
,"Indiana","18","2021","2021","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",396,Not Applicable,Not Applicable
,"Indiana","18","2021","2021","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",13803,Not Applicable,Not Applicable
,"Indiana","18","2021","2021","Injury, poisoning and certain other consequences of external causes","S00-T98",8662,Not Applicable,Not Applicable
,"Indiana","18","2021","2021","Codes for special purposes","U00-U99",10054,Not Applicable,Not Applicable
,"Indiana","18","2021","2021","External causes of morbidity and mortality","V01-Y89",9511,Not Applicable,Not Applicable
,"Indiana","18","2022","2022","Certain infectious and parasitic diseases","A00-B99",6479,Not Applicable,Not Applicable
,"Indiana","18","2022","2022","Neoplasms","C00-D48",16385,Not Applicable,Not Applicable
,"Indiana","18","2022","2022","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",2414,Not Applicable,Not Applicable
,"Indiana","18","2022","2022","Endocrine, nutritional and metabolic diseases","E00-E89",15511,Not Applicable,Not Applicable
,"Indiana","18","2022","2022","Mental and behavioural disorders","F01-F99",19474,Not Applicable,Not Applicable
,"Indiana","18","2022","2022","Diseases of the nervous system","G00-G98",9809,Not Applicable,Not Applicable
,"Indiana","18","2022","2022","Diseases of the eye and adnexa","H00-H59",27,Not Applicable,Not Applicable
,"Indiana","18","2022","2022","Diseases of the ear and mastoid process","H60-H95",15,Not Applicable,Not Applicable
,"Indiana","18","2022","2022","Diseases of the circulatory system","I00-I99",40403,Not Applicable,Not Applicable
,"Indiana","18","2022","2022","Diseases of the respiratory system","J00-J98",23487,Not Applicable,Not Applicable
,"Indiana","18","2022","2022","Diseases of the digestive system","K00-K92",6394,Not Applicable,Not Applicable
,"Indiana","18","2022","2022","Diseases of the skin and subcutaneous tissue","L00-L98",823,Not Applicable,Not Applicable
,"Indiana","18","2022","2022","Diseases of the musculoskeletal system and connective tissue","M00-M99",1459,Not Applicable,Not Applicable
,"Indiana","18","2022","2022","Diseases of the genitourinary system","N00-N99",8966,Not Applicable,Not Applicable
,"Indiana","18","2022","2022","Pregnancy, childbirth and the puerperium","O00-O99",28,Not Applicable,Not Applicable
,"Indiana","18","2022","2022","Certain conditions originating in the perinatal period","P00-P96",349,Not Applicable,Not Applicable
,"Indiana","18","2022","2022","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",386,Not Applicable,Not Applicable
,"Indiana","18","2022","2022","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",11983,Not Applicable,Not Applicable
,"Indiana","18","2022","2022","Injury, poisoning and certain other consequences of external causes","S00-T98",8343,Not Applicable,Not Applicable
,"Indiana","18","2022","2022","Codes for special purposes","U00-U99",6030,Not Applicable,Not Applicable
,"Indiana","18","2022","2022","External causes of morbidity and mortality","V01-Y89",8918,Not Applicable,Not Applicable
,"Indiana","18","2023","2023","Certain infectious and parasitic diseases","A00-B99",5974,Not Applicable,Not Applicable
,"Indiana","18","2023","2023","Neoplasms","C00-D48",16178,Not Applicable,Not Applicable
,"Indiana","18","2023","2023","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",2287,Not Applicable,Not Applicable
,"Indiana","18","2023","2023","Endocrine, nutritional and metabolic diseases","E00-E89",14082,Not Applicable,Not Applicable
,"Indiana","18","2023","2023","Mental and behavioural disorders","F01-F99",17785,Not Applicable,Not Applicable
,"Indiana","18","2023","2023","Diseases of the nervous system","G00-G98",9484,Not Applicable,Not Applicable
,"Indiana","18","2023","2023","Diseases of the eye and adnexa","H00-H59",41,Not Applicable,Not Applicable
,"Indiana","18","2023","2023","Diseases of the ear and mastoid process","H60-H95",17,Not Applicable,Not Applicable
