"Notes","Residence 2013 Urbanization","Residence 2013 Urbanization Code","Year","Year Code","UCD - ICD Chapter","UCD - ICD Chapter Code","Sex","Sex Code","Single Race 6","Single Race 6 Code",Deaths,Population,Crude Rate
,"Large Central Metro","1","2025 (provisional and partial)","2025","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Female","F","Asian","A",53,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Female","F","Black or African American","2054-5",362,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Female","F","White","2106-3",596,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Female","F","More than one race","M",11,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Male","M","Asian","A",56,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Male","M","Black or African American","2054-5",313,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Male","M","White","2106-3",615,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Endocrine, nutritional and metabolic diseases","E00-E88","Female","F","American Indian or Alaska Native","1002-5",75,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Endocrine, nutritional and metabolic diseases","E00-E88","Female","F","Asian","A",1098,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Endocrine, nutritional and metabolic diseases","E00-E88","Female","F","Black or African American","2054-5",3772,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Endocrine, nutritional and metabolic diseases","E00-E88","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",53,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Endocrine, nutritional and metabolic diseases","E00-E88","Female","F","White","2106-3",9788,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Endocrine, nutritional and metabolic diseases","E00-E88","Female","F","More than one race","M",122,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Endocrine, nutritional and metabolic diseases","E00-E88","Male","M","American Indian or Alaska Native","1002-5",86,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Endocrine, nutritional and metabolic diseases","E00-E88","Male","M","Asian","A",1188,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Endocrine, nutritional and metabolic diseases","E00-E88","Male","M","Black or African American","2054-5",3786,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Endocrine, nutritional and metabolic diseases","E00-E88","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",75,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Endocrine, nutritional and metabolic diseases","E00-E88","Male","M","White","2106-3",11150,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Endocrine, nutritional and metabolic diseases","E00-E88","Male","M","More than one race","M",103,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Mental and behavioural disorders","F01-F99","Female","F","American Indian or Alaska Native","1002-5",40,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Mental and behavioural disorders","F01-F99","Female","F","Asian","A",639,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Mental and behavioural disorders","F01-F99","Female","F","Black or African American","2054-5",2070,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Mental and behavioural disorders","F01-F99","Female","F","White","2106-3",9130,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Mental and behavioural disorders","F01-F99","Female","F","More than one race","M",51,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Mental and behavioural disorders","F01-F99","Male","M","American Indian or Alaska Native","1002-5",33,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Mental and behavioural disorders","F01-F99","Male","M","Asian","A",419,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Mental and behavioural disorders","F01-F99","Male","M","Black or African American","2054-5",1512,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Mental and behavioural disorders","F01-F99","Male","M","White","2106-3",6732,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Mental and behavioural disorders","F01-F99","Male","M","More than one race","M",65,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Diseases of the nervous system","G00-G98","Female","F","American Indian or Alaska Native","1002-5",78,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Diseases of the nervous system","G00-G98","Female","F","Asian","A",1869,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Diseases of the nervous system","G00-G98","Female","F","Black or African American","2054-5",4015,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Diseases of the nervous system","G00-G98","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",54,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Diseases of the nervous system","G00-G98","Female","F","White","2106-3",24819,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Diseases of the nervous system","G00-G98","Female","F","More than one race","M",162,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Diseases of the nervous system","G00-G98","Male","M","American Indian or Alaska Native","1002-5",44,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Diseases of the nervous system","G00-G98","Male","M","Asian","A",1300,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Diseases of the nervous system","G00-G98","Male","M","Black or African American","2054-5",2495,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Diseases of the nervous system","G00-G98","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",28,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Diseases of the nervous system","G00-G98","Male","M","White","2106-3",16726,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Diseases of the nervous system","G00-G98","Male","M","More than one race","M",120,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Diseases of the circulatory system","I00-I99","Female","F","American Indian or Alaska Native","1002-5",213,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Diseases of the circulatory system","I00-I99","Female","F","Asian","A",5271,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Diseases of the circulatory system","I00-I99","Female","F","Black or African American","2054-5",17519,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Diseases of the circulatory system","I00-I99","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",179,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Diseases of the circulatory system","I00-I99","Female","F","White","2106-3",55142,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Diseases of the circulatory system","I00-I99","Female","F","More than one race","M",503,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Diseases of the circulatory system","I00-I99","Male","M","American Indian or Alaska Native","1002-5",257,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Diseases of the circulatory system","I00-I99","Male","M","Asian","A",5819,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Diseases of the circulatory system","I00-I99","Male","M","Black or African American","2054-5",18933,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Diseases of the circulatory system","I00-I99","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",228,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Diseases of the circulatory system","I00-I99","Male","M","White","2106-3",61022,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Diseases of the circulatory system","I00-I99","Male","M","More than one race","M",542,Not Available,Not Available
,"Large Central Metro","1","2025 (provisional and partial)","2025","Diseases of the respiratory system","J00-J98","Female","F","American Indian or Alaska Native","1002-5",92,Not Available,Not Available
